name,ind,sn_power,x_chp1,t,y_chp1,w1+w2,w3+w1+w2,w3,h1,h2,h1/h2,h3/h1,h3/h2,h3,x_chp2,y_chp2,x1,y1,ry1,x2,y2,ry2,x3,y3,ry3,r3,d3,s/n,rs/n,APD10,APD20,APD30,APD40,APD50,APD60,APD70,APD80,APD90,APD100,iap_sn
W8FebD3_10nM_Dofe_61_62_8000,228,14.834904466570455,844,674.0272,70.1525917456937,0.0124,5273,1.0422,0.009167408254306295,0.04065277467690383,0.2255051057932978,6.596822927627184,1.4876172521942208,0.06047576895892647,906,-8.166224657288884,845,0.26444443039677357,79.32,858,-0.1356227865423695,-40.68,6117,-0.22884509459328056,-68.64199361621536,3.687754975588657e-05,5.9162364467742594e-05,14.782704547507963,14.782704547507961,0.12126971698113216,0.23652230769230773,0.37018439473684217,0.5170448936170213,0.6793667874396135,0.8416583255813954,0.9840118999999998,1.0967705426356589,1.1807264851485149,1.2582799999999998,47.735846206819645
W8FebD3_10nM_Dofe_61_62_8000,229,14.237089214566259,845,677.3866,71.60669022045774,0.0118,4602,0.9086,0.014953309779542266,0.037406472020564206,0.3997519405551447,3.068044278088079,1.2264566538748174,0.04587741650760316,904,-10.823878681599584,846,0.26812771884590725,86.56,862,-0.11597391166347928,-37.44,5447,-0.17563758011424868,-56.70129518920274,1.547897391681179e-05,5.1628872954763856e-05,16.49429744595211,16.49429744595211,0.12145841509433972,0.23817405940594064,0.3733891774891775,0.5228044210526317,0.6829826086956522,0.8497508411214952,0.9953610396039605,1.107012938856016,1.1910410884353742,1.26928,47.65817225649915
W8FebD3_10nM_Dofe_61_62_8000,230,14.237089214566259,845,677.3866,71.60669022045774,0.0118,4602,0.9086,0.014953309779542266,0.037406472020564206,0.3997519405551447,3.068044278088079,1.2264566538748174,0.04587741650760316,904,-10.823878681599584,846,0.26812771884590725,86.56,862,-0.11597391166347928,-37.44,5447,-0.17563758011424868,-56.70129518920274,1.547897391681179e-05,5.1628872954763856e-05,16.49429744595211,16.49429744595211,0.12145841509433972,0.23817405940594064,0.3733891774891775,0.5228044210526317,0.6829826086956522,0.8497508411214952,0.9953610396039605,1.107012938856016,1.1910410884353742,1.26928,47.65817225649915
W8FebD3_10nM_Dofe_61_62_8000,231,14.356135654070325,803,680.7346,-16.208838825469,0.0166,5533,1.09,0.096648838825469,0.031533726304735735,3.0649355515892287,0.535248930960436,1.640503477450769,0.05173118765989976,886,-8.782805498810202,835,0.2406356428300452,80.44,850,-0.09441149785823257,-31.560000000000002,6336,-0.18102714624514066,-60.51399315870996,5.117127762023266e-05,4.8346904355046505e-05,14.919108658294967,14.919108658294967,0.12133839999999999,0.2373904,0.3699458052775251,0.5184044919786095,0.6809011164274322,0.8490380845070422,0.99440776119403,1.10794,1.1930365384615385,1.2698,47.69413886558201
W8FebD3_10nM_Dofe_61_62_8000,232,14.356135654070325,803,680.7346,-16.208838825469,0.0166,5533,1.09,0.096648838825469,0.031533726304735735,3.0649355515892287,0.535248930960436,1.640503477450769,0.05173118765989976,886,-8.782805498810202,835,0.2406356428300452,80.44,850,-0.09441149785823257,-31.560000000000002,6336,-0.18102714624514066,-60.51399315870996,5.117127762023266e-05,4.8346904355046505e-05,14.919108658294967,14.919108658294967,0.12133839999999999,0.2373904,0.3699458052775251,0.5184044919786095,0.6809011164274322,0.8490380845070422,0.99440776119403,1.10794,1.1930365384615385,1.2698,47.69413886558201
W8FebD3_10nM_Dofe_61_62_8000,233,14.1851278079018,848,684.0976,63.26723022346452,0.0136,5332,1.0528,0.012012769776535478,0.03669476080864858,0.3273701616200259,4.385017515812604,1.4355238928582166,0.052676205883532334,916,-7.9626092748253505,849,0.23861604398219158,75.28,868,-0.1163918854280828,-36.72,6180,-0.19220768045768644,-60.63881515835768,3.5395267427516684e-05,5.1003297718369807e-05,14.626822337703233,14.626822337703235,0.12112961538461527,0.23783524752475246,0.3691094407158837,0.5197746448087431,0.682290731707317,0.8489614953271027,0.9948148492462313,1.1081863218390804,1.1951944666666667,1.2742,47.70324785382746
W8FebD3_10nM_Dofe_61_62_8000,234,14.172022887607405,822,687.4644000000001,-18.596255617335416,0.0184,5178,1.0172,0.09715625561733542,0.03342530968975859,2.9066673284138274,0.5447314757207542,1.583353183236166,0.052924070497933934,914,-4.666560124288189,855,0.24730652596936775,78.56,881,-0.10526896930264329,-33.44,6000,-0.1812950456665842,-57.59063062222212,2.35669598600915e-05,5.3072673985092186e-05,14.700006626726527,14.700006626726525,0.12063791666666661,0.23247272727272725,0.3600813475177305,0.5043210726256984,0.6619654228855721,0.824375924170616,0.9731521608040202,1.0925464393939395,1.1824998907103825,1.25545,47.397161800961996
W8FebD3_10nM_Dofe_61_62_8000,235,14.172022887607405,822,687.4644000000001,-18.596255617335416,0.0184,5178,1.0172,0.09715625561733542,0.03342530968975859,2.9066673284138274,0.5447314757207542,1.583353183236166,0.052924070497933934,914,-4.666560124288189,855,0.24730652596936775,78.56,881,-0.10526896930264329,-33.44,6000,-0.1812950456665842,-57.59063062222212,2.35669598600915e-05,5.3072673985092186e-05,14.700006626726527,14.700006626726525,0.12063791666666661,0.23247272727272725,0.3600813475177305,0.5043210726256984,0.6619654228855721,0.824375924170616,0.9731521608040202,1.0925464393939395,1.1824998907103825,1.25545,47.397161800961996
W8FebD3_10nM_Dofe_61_62_8000,236,13.659970114434747,836,690.842,69.51506384381857,0.0116,5265,1.0414,0.018324936156181436,0.03612529573647202,0.5072605160068108,2.630313653983159,1.3342542613792572,0.0482003297799737,894,-10.626932836850232,837,0.28685817018875726,87.84,853,-0.118087334176064,-36.16,6101,-0.19211157686106115,-58.82726261682393,2.4902745896833668e-05,4.7190454063024966e-05,16.540121987134246,16.540121987134246,0.1194261224489795,0.23272386666666667,0.36407464864864864,0.50631,0.6657424623115578,0.8322069514563105,0.9766607729468598,1.0972815555555557,1.188217094017094,1.2618,47.484804150263585
W8FebD3_10nM_Dofe_61_62_8000,237,14.605814807715769,814,694.2002,-17.73696797547713,0.0168,5454,1.074,0.10321696797547714,0.030489345317020144,3.3853455002806525,0.5388868804644238,1.8243182759405148,0.0556222698833012,898,-9.560794124112249,844,0.27407370842861833,85.48,873,-0.09785598480628725,-30.52,6268,-0.20899583621024564,-65.18306400741345,3.642869894784489e-05,5.277255207144327e-05,16.714623043949842,16.714623043949846,0.11926645390070921,0.22966923076923076,0.3599405057471265,0.5037126515151515,0.6628840101522843,0.8278563981042655,0.9777471393034828,1.0992908670520232,1.191512870967742,1.2678,47.37897753207446
